Ship,Berth,MooringTime,HandlingTime
17,0,26,7
31,0,50,17
40,0,73,15
55,0,107,15
73,0,154,11
15,1,24,31
79,1,167,42
13,2,24,25
46,2,84,58
30,3,48,23
43,3,78,10
63,3,129,15
75,3,159,31
3,4,9,23
21,4,32,32
12,5,23,9
42,5,74,26
66,5,136,38
0,6,3,19
11,6,23,32
48,6,86,8
65,6,130,39
23,7,30,18
69,7,147,35
14,8,24,19
33,8,55,28
51,8,96,13
61,8,126,11
16,9,25,8
37,9,71,18
49,9,89,10
77,9,164,25
20,10,27,37
47,10,85,28
25,11,31,40
57,11,116,90
6,12,16,3
10,12,20,5
29,12,42,6
52,12,100,3
2,13,7,9
8,13,18,12
28,13,40,9
35,13,61,4
39,13,72,5
44,13,79,11
60,13,120,9
72,13,151,7
22,14,28,51
53,14,104,14
68,14,143,18
19,15,27,28
54,15,105,5
70,15,148,45
24,16,30,21
38,16,72,17
71,16,150,30
7,17,17,26
56,17,115,29
76,17,160,7
78,17,167,22
1,18,5,5
4,18,11,5
9,18,19,9
26,18,34,10
36,18,63,4
41,18,73,9
45,18,82,7
50,18,96,17
59,18,118,1
62,18,127,9
67,18,142,14
74,18,158,11
5,19,13,8
18,19,26,8
27,19,36,5
32,19,52,5
34,19,60,8
64,19,129,4
