Ship,Berth,MooringTime,HandlingTime
9,0,19,9
24,0,30,21
49,0,88,10
61,0,126,11
72,0,151,7
15,1,24,31
79,1,167,42
3,2,9,23
30,2,48,23
40,2,73,15
51,2,96,13
28,3,40,9
43,3,78,10
56,3,115,29
75,3,159,31
20,4,27,37
47,4,85,28
8,5,18,12
23,5,30,18
33,5,55,28
55,5,107,15
7,6,17,26
36,6,63,4
45,6,82,7
50,6,96,17
76,6,160,7
78,6,167,22
46,7,84,58
2,8,7,9
12,8,23,9
53,8,104,14
60,8,120,9
63,8,129,15
73,8,154,11
14,9,24,19
37,9,71,18
66,9,136,38
22,10,28,51
69,10,147,35
25,11,31,40
58,11,118,73
5,12,13,8
52,12,100,3
64,12,129,4
1,13,5,5
16,13,25,8
31,13,50,17
42,13,74,26
65,13,130,39
0,14,3,19
19,14,27,28
41,14,73,9
68,14,143,18
21,15,28,32
70,15,148,45
13,16,24,25
38,16,72,17
77,16,164,25
11,17,23,32
48,17,86,8
71,17,150,30
4,18,11,5
17,18,26,7
26,18,34,10
35,18,61,4
39,18,72,5
44,18,79,11
54,18,105,5
59,18,118,1
62,18,127,9
67,18,142,14
74,18,158,11
6,19,16,3
10,19,20,5
18,19,26,8
27,19,36,5
29,19,42,6
32,19,52,5
34,19,60,8
