Ship,Berth,MooringTime,HandlingTime
19,0,27,28
70,0,148,45
12,1,23,9
41,1,73,9
79,1,167,42
7,2,17,26
30,2,48,23
39,2,72,5
75,2,159,31
9,3,19,9
44,3,79,11
56,3,115,29
71,3,150,30
20,4,27,37
47,4,85,28
8,5,18,12
31,5,50,17
45,5,82,7
53,5,104,14
61,5,126,11
73,5,154,11
0,6,3,19
24,6,30,21
66,6,136,38
13,7,24,25
46,7,84,58
14,8,24,19
49,8,88,10
55,8,107,15
72,8,151,7
78,8,167,22
17,9,26,7
42,9,74,26
65,9,130,39
21,10,28,32
69,10,147,35
25,11,31,40
57,11,116,90
5,12,13,8
18,12,26,8
34,12,60,8
15,13,24,31
37,13,71,18
60,13,120,9
77,13,164,25
22,14,28,51
48,14,86,8
62,14,127,9
76,14,160,7
3,15,9,23
26,15,34,10
33,15,55,28
2,16,7,9
23,16,30,18
38,16,72,17
51,16,96,13
68,16,143,18
11,17,23,32
36,17,63,4
43,17,78,10
50,17,96,17
67,17,142,14
1,18,5,5
4,18,11,5
16,18,25,8
28,18,40,9
35,18,61,4
40,18,73,15
54,18,105,5
59,18,118,1
63,18,129,15
74,18,158,11
6,19,16,3
10,19,20,5
27,19,36,5
29,19,42,6
32,19,52,5
52,19,100,3
64,19,129,4
