Ship,Berth,MooringTime,HandlingTime
16,0,25,8
28,0,40,9
38,0,72,17
60,0,120,9
68,0,143,18
9,1,19,9
22,1,28,51
21,2,28,32
70,2,148,45
15,3,24,31
56,3,115,29
75,3,159,31
20,4,27,37
47,4,85,28
8,5,18,12
23,5,30,18
44,5,79,11
53,5,104,14
73,5,154,11
7,6,17,26
36,6,63,4
48,6,86,8
50,6,96,17
71,6,150,30
79,7,167,42
19,8,27,28
49,8,88,10
65,8,130,39
2,9,7,9
17,9,26,7
42,9,74,26
55,9,107,15
33,10,55,28
69,10,147,35
25,11,31,40
57,11,116,90
5,12,13,8
32,12,52,5
52,12,100,3
24,13,30,21
37,13,71,18
72,13,151,7
77,13,164,25
1,14,5,5
14,14,24,19
30,14,48,23
39,14,72,5
45,14,82,7
54,14,105,5
62,14,127,9
74,14,158,11
3,15,9,23
46,15,84,58
12,16,23,9
26,16,34,10
35,16,61,4
41,16,73,9
63,16,129,15
78,16,167,22
0,17,3,19
11,17,23,32
43,17,78,10
66,17,136,38
4,18,11,5
13,18,24,25
31,18,50,17
40,18,73,15
51,18,96,13
59,18,118,1
61,18,126,11
67,18,142,14
76,18,160,7
6,19,16,3
10,19,20,5
18,19,26,8
27,19,36,5
29,19,42,6
34,19,60,8
64,19,129,4
