Ship,Berth,MooringTime,HandlingTime
7,0,17,26
49,0,88,10
72,0,151,7
75,0,159,31
3,1,9,23
79,1,167,42
21,2,28,32
70,2,148,45
15,3,24,31
48,3,86,8
66,3,136,38
8,4,18,12
20,4,30,37
47,4,85,28
2,5,7,9
11,5,23,32
39,5,72,5
45,5,82,7
55,5,107,15
0,6,3,19
24,6,30,21
44,6,79,11
50,6,96,17
76,6,160,7
14,7,24,19
46,7,84,58
9,8,19,9
31,8,50,17
38,8,72,17
51,8,96,13
60,8,120,9
73,8,154,11
1,9,5,5
16,9,25,8
42,9,74,26
78,9,167,22
22,10,28,51
69,10,147,35
25,11,31,40
58,11,118,73
5,12,13,8
10,12,21,5
27,12,36,5
64,12,129,4
23,13,30,18
37,13,71,18
65,13,130,39
17,14,26,7
26,14,34,10
30,14,48,23
41,14,73,9
54,14,105,5
67,14,142,14
74,14,158,11
19,15,27,28
33,15,55,28
62,15,127,9
4,16,11,5
12,16,23,9
35,16,61,4
40,16,73,15
61,16,126,11
77,16,164,25
28,17,40,9
43,17,78,10
56,17,115,29
68,17,144,18
13,18,24,25
36,18,63,4
53,18,104,14
59,18,118,1
63,18,129,15
71,18,150,30
6,19,16,3
18,19,26,8
29,19,42,6
32,19,52,5
34,19,60,8
52,19,100,3
