Ship,Berth,MooringTime,HandlingTime
16,0,25,8
42,0,74,26
70,0,148,45
3,1,9,23
79,1,167,42
7,2,17,26
46,2,84,58
24,3,30,21
43,3,78,10
50,3,96,17
66,3,136,38
20,4,27,37
47,4,85,28
23,5,30,18
30,5,48,23
53,5,104,14
60,5,120,9
72,5,151,7
0,6,3,19
15,6,24,31
45,6,82,7
63,6,129,15
76,6,160,7
22,7,28,51
2,8,7,9
19,8,27,28
38,8,72,17
61,8,126,11
73,8,154,11
8,9,18,12
55,9,107,15
65,9,130,39
21,10,28,32
69,10,147,35
25,11,31,40
58,11,118,73
5,12,13,8
18,12,26,8
64,12,129,4
14,13,24,19
31,13,50,17
37,13,71,18
77,13,164,25
13,14,24,25
41,14,73,9
51,14,96,13
71,14,150,30
17,15,26,7
33,15,55,28
59,15,118,1
62,15,127,9
68,15,143,18
12,16,23,9
28,16,40,9
40,16,73,15
49,16,88,10
75,16,159,31
11,17,23,32
36,17,63,4
44,17,79,11
67,17,142,14
78,17,167,22
1,18,5,5
4,18,11,5
9,18,19,9
26,18,34,10
35,18,61,4
39,18,72,5
48,18,86,8
54,18,105,5
56,18,115,29
74,18,158,11
6,19,16,3
10,19,20,5
27,19,36,5
29,19,42,6
32,19,52,5
34,19,60,8
52,19,100,3
