Ship,Berth,MooringTime,HandlingTime
22,0,28,51
44,0,79,11
49,0,90,10
12,1,23,9
79,1,167,42
19,2,27,28
46,2,84,58
11,3,23,32
45,3,82,7
63,3,129,15
75,3,159,31
20,4,27,37
42,4,74,26
3,5,9,23
28,5,40,9
43,5,78,10
72,5,151,7
78,5,167,22
9,6,19,9
24,6,30,21
36,6,63,4
56,6,115,29
71,6,150,30
69,7,147,35
17,8,26,7
38,8,72,17
54,8,105,5
60,8,120,9
65,8,130,39
8,9,18,12
26,9,34,10
30,9,48,23
68,9,143,18
21,10,28,32
47,10,85,28
25,11,31,40
57,11,116,90
6,12,16,3
10,12,20,5
34,12,60,8
2,13,7,9
7,13,17,26
39,13,72,5
48,13,86,8
55,13,107,15
73,13,154,11
14,14,24,19
31,14,50,17
41,14,73,9
53,14,104,14
62,14,127,9
74,14,158,11
16,15,25,8
33,15,55,28
70,15,148,45
23,16,30,18
37,16,71,18
51,16,96,13
77,16,164,25
0,17,3,19
15,17,24,31
66,17,136,38
1,18,5,5
4,18,11,5
13,18,24,25
35,18,61,4
40,18,73,15
50,18,96,17
59,18,118,1
61,18,126,11
67,18,142,14
76,18,160,7
5,19,13,8
18,19,26,8
27,19,36,5
29,19,42,6
32,19,52,5
52,19,100,3
64,19,129,4
