Ship,Berth,MooringTime,HandlingTime
20,0,36,7
36,0,73,14
44,0,89,14
56,0,103,22
74,0,130,17
96,0,164,29
21,1,39,9
32,1,67,11
38,1,78,21
69,1,125,5
85,1,143,14
90,1,157,5
1,2,2,3
10,2,17,19
34,2,68,22
55,2,100,19
68,2,124,2
71,2,126,12
82,2,138,4
94,2,161,12
2,3,3,60
64,3,117,50
72,3,167,66
97,3,233,58
51,4,98,10
67,4,123,21
99,4,166,39
62,5,117,51
18,6,31,19
37,6,76,22
66,6,122,35
24,7,44,10
39,7,78,5
61,7,116,20
84,7,141,15
93,7,158,33
25,8,45,33
70,8,126,38
3,9,3,18
17,9,29,12
45,9,92,6
54,9,99,6
63,9,117,38
95,9,163,38
12,10,20,38
35,10,68,45
11,11,17,36
83,11,139,25
6,12,8,17
27,12,49,9
31,12,65,12
42,12,84,28
86,12,146,14
57,13,108,3
14,14,24,25
28,14,51,18
40,14,81,16
52,14,98,3
58,14,111,18
78,14,135,6
89,14,157,13
9,15,16,26
26,15,47,28
73,15,130,25
29,16,61,40
60,16,116,35
7,17,12,183
4,18,5,9
16,18,27,42
47,18,94,17
59,18,116,11
80,18,137,9
87,18,149,36
0,19,1,9
23,19,44,38
41,19,83,4
46,19,92,22
79,19,137,13
91,19,157,21
48,20,94,13
88,20,151,20
15,21,25,33
50,21,94,16
77,21,135,26
49,22,94,50
5,23,6,8
13,23,22,9
19,23,32,8
22,23,43,5
30,23,64,11
53,23,99,21
65,23,121,10
76,23,133,2
92,23,158,3
98,23,165,6
8,24,14,52
33,24,67,21
43,24,88,18
