Ship,Berth,MooringTime,HandlingTime
13,0,22,9
20,0,36,7
26,0,47,28
54,0,99,6
59,0,116,11
74,0,130,17
90,0,157,5
98,0,165,6
8,1,14,52
36,1,73,14
56,1,103,22
3,2,3,18
17,2,29,12
28,2,51,18
33,2,69,21
47,2,94,17
68,2,124,2
71,2,126,12
82,2,138,4
89,2,157,13
2,3,3,60
64,3,117,50
72,3,167,66
97,3,233,58
21,4,39,9
31,4,65,12
51,4,98,10
62,4,117,51
70,5,126,38
9,6,16,26
66,6,122,35
6,7,8,17
44,7,89,14
84,7,141,15
93,7,158,33
49,8,94,50
19,9,32,8
24,9,44,10
32,9,67,11
38,9,78,21
65,9,121,10
79,9,137,13
96,9,164,29
35,10,68,45
63,10,117,38
16,11,27,42
83,11,139,25
27,12,49,9
39,12,78,5
42,12,84,28
61,12,116,20
88,12,151,20
52,13,98,5
57,13,108,3
1,14,2,3
18,14,31,19
40,14,81,16
55,14,100,19
69,14,125,5
78,14,135,6
85,14,143,14
91,14,157,21
14,15,24,25
50,15,94,16
73,15,130,25
29,16,61,40
60,16,116,35
7,17,12,183
4,18,5,9
11,18,17,36
34,18,68,22
48,18,94,13
80,18,137,9
87,18,149,36
0,19,1,9
10,19,17,19
23,19,44,38
41,19,83,4
46,19,92,22
67,19,123,21
94,19,161,12
25,20,45,33
15,21,25,33
77,21,135,26
37,22,76,22
86,22,146,14
5,23,6,8
22,23,43,5
30,23,64,11
45,23,92,6
53,23,99,21
76,23,133,2
92,23,158,3
95,23,163,38
12,24,20,38
43,24,88,18
58,24,111,18
99,24,166,39
