Ship,Berth,MooringTime,HandlingTime
18,0,31,19
30,0,64,11
44,0,89,14
56,0,103,22
74,0,130,17
93,0,158,33
19,1,32,8
38,1,78,21
83,1,139,25
96,1,164,29
1,2,2,3
4,2,5,9
12,2,20,38
33,2,67,21
52,2,98,3
68,2,124,2
71,2,126,12
80,2,138,9
94,2,161,12
2,3,3,60
64,3,117,50
72,3,167,66
97,3,233,58
24,4,44,10
47,4,94,17
62,4,117,51
49,5,94,50
15,6,25,33
29,6,61,40
21,7,39,9
32,7,67,11
48,7,94,13
61,7,116,20
86,7,146,14
66,8,122,35
22,9,43,5
34,9,68,22
54,9,99,6
58,9,111,18
76,9,133,2
79,9,137,13
90,9,157,5
95,9,163,38
11,10,17,36
35,10,68,45
16,11,27,42
9,12,16,26
27,12,49,9
31,12,65,12
39,12,78,5
50,12,94,16
84,12,141,15
57,13,108,3
3,14,3,18
14,14,24,25
28,14,51,18
40,14,81,16
55,14,100,19
69,14,125,5
85,14,143,14
89,14,157,13
6,15,8,17
36,15,73,14
51,15,98,10
73,15,130,25
37,16,76,22
60,16,116,35
7,17,12,183
8,18,14,52
42,18,84,28
59,18,116,11
78,18,135,6
87,18,149,36
0,19,1,9
10,19,17,19
23,19,44,38
41,19,83,4
46,19,92,22
67,19,123,21
91,19,157,21
88,20,151,20
25,21,45,33
77,21,135,26
70,22,126,38
5,23,6,8
13,23,22,9
20,23,36,7
26,23,47,28
45,23,92,6
53,23,99,21
65,23,121,10
82,23,138,4
92,23,158,3
98,23,165,6
17,24,29,12
43,24,88,18
63,24,117,38
99,24,166,39
