Ship,Berth,MooringTime,HandlingTime
18,0,31,19
36,0,73,14
44,0,89,14
56,0,103,22
74,0,130,17
91,0,157,21
8,1,14,52
96,1,164,29
3,2,3,18
16,2,27,42
41,2,83,4
48,2,94,13
68,2,124,2
71,2,126,12
82,2,138,4
94,2,161,12
2,3,3,60
64,3,117,50
72,3,167,66
97,3,233,58
24,4,44,10
31,4,65,12
62,4,117,51
49,5,94,50
37,6,76,22
60,6,116,35
6,7,8,17
21,7,39,9
61,7,116,20
84,7,141,15
93,7,158,33
70,8,126,38
13,9,22,9
19,9,32,8
26,9,47,28
45,9,92,6
54,9,99,6
58,9,111,18
79,9,137,13
90,9,157,5
98,9,165,6
35,10,68,45
99,10,166,39
12,11,20,38
83,11,139,25
20,12,36,7
27,12,49,9
39,12,78,5
42,12,84,28
88,12,151,20
52,13,98,5
57,13,108,3
4,14,5,9
14,14,24,25
28,14,51,18
40,14,81,16
55,14,100,19
69,14,125,5
78,14,135,6
85,14,143,14
9,15,16,26
32,15,67,11
51,15,98,10
73,15,130,25
29,16,61,40
86,16,146,14
7,17,12,183
1,18,2,3
11,18,17,36
34,18,68,22
47,18,94,17
59,18,116,11
80,18,137,9
87,18,149,36
0,19,1,9
10,19,17,19
23,19,44,38
46,19,92,22
67,19,123,21
89,19,157,13
15,20,25,33
50,20,94,16
25,21,45,33
77,21,135,26
66,22,122,35
5,23,6,8
17,23,29,12
22,23,43,5
30,23,64,11
38,23,78,21
53,23,99,21
65,23,121,10
76,23,133,2
92,23,158,3
33,24,67,21
43,24,88,18
63,24,117,38
95,24,163,38
