Ship,Berth,MooringTime,HandlingTime
13,0,22,9
20,0,36,7
26,0,47,28
42,0,84,28
59,0,116,11
74,0,130,17
8,1,14,52
93,1,158,33
3,2,3,18
16,2,27,42
41,2,83,4
47,2,94,17
68,2,124,2
71,2,126,12
94,2,161,12
2,3,3,60
64,3,117,50
72,3,167,66
97,3,233,58
21,4,39,9
31,4,65,12
44,4,89,14
56,4,103,22
79,4,137,13
49,5,94,50
37,6,76,22
60,6,116,35
50,7,94,16
84,7,141,15
95,7,163,38
70,8,126,38
19,9,32,8
24,9,44,10
30,9,64,11
38,9,78,21
54,9,99,6
58,9,111,18
82,9,138,4
90,9,157,5
98,9,165,6
12,10,20,38
63,10,117,38
35,11,68,45
83,11,139,25
6,12,8,17
27,12,49,9
36,12,73,14
51,12,98,10
61,12,116,20
86,12,146,14
57,13,108,3
14,14,24,25
28,14,51,18
40,14,81,16
52,14,98,3
69,14,125,5
78,14,135,6
85,14,143,14
91,14,157,21
9,15,16,26
32,15,67,11
39,15,78,5
48,15,94,13
73,15,130,25
29,16,61,40
66,16,122,35
7,17,12,183
1,18,2,3
4,18,5,9
10,18,17,19
23,18,44,38
55,18,100,19
80,18,137,9
87,18,149,36
0,19,1,9
11,19,17,36
34,19,68,22
46,19,92,22
67,19,123,21
89,19,157,13
25,20,45,33
88,20,151,20
15,21,25,33
77,21,135,26
62,22,117,51
5,23,6,8
17,23,29,12
22,23,43,5
45,23,92,6
53,23,99,21
65,23,121,10
76,23,133,2
92,23,158,3
96,23,164,29
18,24,31,19
33,24,67,21
43,24,88,18
99,24,166,39
