Ship,Berth,MooringTime,HandlingTime
18,0,31,19
30,0,64,11
56,0,103,22
74,0,130,17
93,0,158,33
19,1,32,8
24,1,44,10
38,1,78,21
83,1,139,25
96,1,164,29
1,2,2,3
4,2,5,9
12,2,20,38
33,2,67,21
47,2,94,17
68,2,124,2
71,2,126,12
79,2,138,13
94,2,161,12
2,3,3,60
64,3,117,50
72,3,167,66
97,3,233,58
22,4,43,5
32,4,67,11
44,4,89,14
62,4,117,51
49,5,94,50
15,6,25,33
29,6,61,40
26,7,47,28
39,7,78,5
61,7,116,20
84,7,141,15
66,8,122,35
13,9,22,9
21,9,39,9
34,9,68,22
54,9,99,6
58,9,111,18
90,9,157,5
95,9,163,38
11,10,17,36
35,10,68,45
16,11,27,42
48,11,94,13
9,12,16,26
27,12,49,9
31,12,65,12
50,12,94,16
86,12,146,14
52,13,98,5
57,13,108,3
3,14,3,18
14,14,24,25
40,14,81,16
55,14,100,19
69,14,125,5
78,14,135,6
85,14,143,14
89,14,157,13
6,15,8,17
37,15,76,22
51,15,98,10
73,15,130,25
60,16,116,35
7,17,12,183
8,18,14,52
42,18,84,28
59,18,116,11
80,18,137,9
87,18,149,36
0,19,1,9
10,19,17,19
23,19,44,38
41,19,83,4
46,19,92,22
67,19,123,21
91,19,157,21
88,20,151,20
25,21,45,33
77,21,135,26
70,22,126,38
5,23,6,8
20,23,36,7
28,23,51,18
36,23,73,14
45,23,92,6
53,23,99,21
65,23,121,10
76,23,133,2
82,23,138,4
92,23,158,3
98,23,165,6
17,24,29,12
43,24,88,18
63,24,117,38
99,24,166,39
