Ship,Berth,MooringTime,HandlingTime
13,0,22,9
20,0,36,7
22,0,43,5
32,0,67,11
45,0,92,6
56,0,103,22
74,0,130,17
90,0,157,5
98,0,165,6
19,1,32,8
26,1,47,28
43,1,88,18
93,1,158,33
3,2,3,18
17,2,29,12
23,2,44,38
41,2,83,4
47,2,94,17
68,2,124,2
71,2,126,12
79,2,138,13
94,2,161,12
2,3,3,60
64,3,117,50
72,3,167,66
97,3,233,58
31,4,65,12
44,4,89,14
62,4,117,51
49,5,94,50
9,6,16,26
37,6,76,22
66,6,122,35
21,7,39,9
48,7,94,13
86,7,146,14
95,7,163,38
59,8,116,11
88,8,151,20
5,9,6,8
24,9,44,10
30,9,64,11
38,9,78,21
54,9,99,6
65,9,121,10
76,9,133,2
96,9,164,29
35,10,68,45
63,10,117,38
11,11,17,36
83,11,139,25
6,12,8,17
27,12,49,9
39,12,78,5
50,12,94,16
61,12,116,20
84,12,141,15
57,13,108,3
16,14,27,42
40,14,81,16
55,14,100,19
78,14,135,6
85,14,143,14
89,14,157,13
14,15,24,25
36,15,73,14
51,15,98,10
73,15,130,25
15,16,25,33
60,16,116,35
7,17,12,183
1,18,2,3
4,18,5,9
10,18,17,19
28,18,51,18
42,18,84,28
69,18,125,5
80,18,137,9
87,18,149,36
0,19,1,9
12,19,20,38
34,19,68,22
46,19,92,22
67,19,123,21
91,19,157,21
29,20,61,40
25,21,45,33
77,21,135,26
70,22,126,38
8,23,14,52
33,23,67,21
53,23,99,21
92,23,158,3
18,24,31,19
52,24,98,3
58,24,111,18
82,24,138,4
99,24,166,39
