Ship,Berth,MooringTime,HandlingTime
13,0,22,9
20,0,36,7
24,0,44,10
30,0,64,11
44,0,89,14
59,0,116,11
74,0,130,17
90,0,157,5
98,0,165,6
26,1,47,28
43,1,88,18
65,1,121,10
93,1,158,33
3,2,3,18
18,2,31,19
34,2,68,22
47,2,94,17
68,2,124,2
71,2,126,12
79,2,138,13
2,3,3,60
64,3,117,50
72,3,167,66
97,3,233,58
19,4,32,8
22,4,43,5
31,4,65,12
56,4,103,22
87,4,149,36
49,5,94,50
9,6,16,26
39,6,78,5
51,6,98,10
88,6,151,20
36,7,73,14
86,7,146,14
95,7,163,38
48,8,94,13
70,8,126,38
5,9,6,8
16,9,27,42
32,9,69,11
54,9,99,6
76,9,133,2
82,9,138,4
92,9,158,3
96,9,164,29
35,10,68,45
63,10,117,38
11,11,17,36
38,11,78,21
6,12,8,17
21,12,39,9
27,12,49,9
50,12,94,16
61,12,116,20
84,12,141,15
52,13,98,5
57,13,108,3
4,14,5,9
17,14,29,12
23,14,44,38
55,14,100,19
78,14,135,6
85,14,143,14
89,14,157,13
14,15,24,25
37,15,76,22
73,15,130,25
15,16,25,33
60,16,116,35
7,17,12,183
1,18,2,3
10,18,17,19
28,18,51,18
42,18,84,28
69,18,125,5
80,18,137,9
94,18,161,12
0,19,1,9
12,19,20,38
41,19,83,4
46,19,92,22
67,19,123,21
91,19,157,21
29,20,61,40
66,20,122,35
25,21,45,33
77,21,135,26
62,22,117,51
8,23,14,52
33,23,67,21
45,23,92,6
53,23,99,21
40,24,81,16
58,24,111,18
83,24,139,25
99,24,166,39
