Ship,Berth,MooringTime,HandlingTime
5,0,6,8
13,0,22,9
18,0,31,19
32,0,67,11
45,0,92,6
56,0,103,22
74,0,130,17
92,0,158,3
8,1,14,52
48,1,94,13
96,1,164,29
3,2,3,18
16,2,27,42
34,2,69,22
47,2,94,17
68,2,124,2
71,2,126,12
94,2,161,12
2,3,3,60
64,3,117,50
72,3,167,66
97,3,233,58
20,4,36,7
44,4,89,14
62,4,117,51
49,5,94,50
6,6,8,17
22,6,43,5
37,6,76,22
86,6,146,14
26,7,47,28
84,7,141,15
95,7,163,38
70,8,126,38
21,9,39,9
30,9,64,11
38,9,78,21
54,9,99,6
58,9,111,18
79,9,137,13
90,9,157,5
35,10,68,45
99,10,166,39
11,11,17,36
83,11,139,25
9,12,16,26
27,12,49,9
31,12,65,12
39,12,78,5
50,12,94,16
61,12,116,20
52,13,98,5
57,13,108,3
4,14,5,9
14,14,24,25
40,14,81,16
55,14,100,19
69,14,125,5
78,14,135,6
85,14,143,14
89,14,157,13
36,15,73,14
51,15,98,10
73,15,130,25
93,15,158,33
15,16,25,33
60,16,116,35
7,17,12,183
1,18,2,3
17,18,29,12
28,18,51,18
42,18,84,28
59,18,116,11
80,18,137,9
87,18,149,36
0,19,1,9
10,19,17,19
23,19,44,38
41,19,83,4
46,19,92,22
67,19,123,21
91,19,157,21
29,20,61,40
88,20,151,20
25,21,45,33
77,21,135,26
66,22,122,35
19,23,32,8
24,23,44,10
33,23,67,21
53,23,99,21
65,23,121,10
76,23,133,2
82,23,138,4
98,23,165,6
12,24,20,38
43,24,88,18
63,24,117,38
