Ship,Berth,MooringTime,HandlingTime
5,0,6,8
18,0,31,19
44,0,89,14
56,0,103,22
74,0,130,17
93,0,158,33
8,1,14,52
51,1,98,10
83,1,139,25
1,2,2,3
4,2,5,9
12,2,20,38
34,2,68,22
47,2,94,17
68,2,124,2
71,2,126,12
82,2,138,4
94,2,161,12
2,3,3,60
64,3,117,50
72,3,167,66
97,3,233,58
20,4,36,7
24,4,44,10
48,4,94,13
62,4,117,51
49,5,94,50
15,6,25,33
60,6,116,35
6,7,8,17
32,7,67,11
61,7,116,20
88,7,151,20
66,8,122,35
13,9,22,9
21,9,39,9
30,9,64,11
45,9,92,6
54,9,99,6
58,9,111,18
76,9,133,2
79,9,137,13
90,9,157,5
95,9,163,38
35,10,68,45
99,10,166,39
16,11,27,42
9,12,16,26
22,12,43,5
31,12,65,12
39,12,78,5
50,12,94,16
84,12,141,15
52,13,98,5
57,13,108,3
3,14,3,18
14,14,24,25
28,14,51,18
40,14,81,16
55,14,100,19
69,14,125,5
78,14,135,6
85,14,143,14
19,15,32,8
27,15,49,9
36,15,73,14
73,15,130,25
92,15,158,3
98,15,165,6
29,16,61,40
7,17,12,183
11,18,17,36
42,18,84,28
59,18,116,11
80,18,137,9
87,18,149,36
0,19,1,9
10,19,17,19
23,19,44,38
41,19,83,4
46,19,92,22
67,19,123,21
91,19,157,21
37,20,76,22
86,20,146,14
25,21,45,33
77,21,135,26
70,22,126,38
26,23,47,28
38,23,78,21
53,23,99,21
65,23,121,10
96,23,164,29
17,24,29,12
33,24,67,21
43,24,88,18
63,24,117,38
89,24,157,13
