Ship,Berth,MooringTime,HandlingTime
5,0,6,8
24,0,44,10
30,0,64,11
44,0,89,14
56,0,103,22
74,0,130,17
92,0,158,3
98,0,165,6
20,1,36,7
43,1,88,18
83,1,139,25
96,1,164,29
4,2,5,9
16,2,27,42
38,2,78,21
55,2,100,19
68,2,124,2
71,2,126,12
82,2,138,4
89,2,157,13
2,3,3,60
64,3,117,50
72,3,167,66
97,3,233,58
21,4,39,9
32,4,67,11
62,4,117,51
49,5,94,50
37,6,76,22
60,6,116,35
6,7,8,17
84,7,141,15
93,7,158,33
25,8,45,33
13,9,22,9
19,9,32,8
26,9,47,28
54,9,99,6
58,9,111,18
90,9,157,5
95,9,163,38
12,10,20,38
35,10,68,45
11,11,17,36
99,11,166,39
27,12,49,9
39,12,78,5
42,12,84,28
61,12,116,20
86,12,146,14
52,13,98,5
57,13,108,3
1,14,2,3
14,14,24,25
28,14,51,18
40,14,81,16
69,14,125,5
78,14,135,6
85,14,143,14
9,15,16,26
51,15,98,10
73,15,130,25
29,16,61,40
66,16,122,35
7,17,12,183
8,18,14,52
34,18,68,22
48,18,94,13
59,18,116,11
80,18,137,9
87,18,149,36
0,19,1,9
10,19,17,19
23,19,44,38
41,19,83,4
46,19,92,22
67,19,123,21
94,19,161,12
31,20,65,12
50,20,94,16
88,20,151,20
15,21,25,33
77,21,135,26
70,22,126,38
3,23,3,18
17,23,29,12
22,23,43,5
36,23,73,14
45,23,92,6
53,23,99,21
65,23,121,10
76,23,133,2
79,23,137,13
18,24,31,19
33,24,67,21
47,24,94,17
63,24,117,38
91,24,157,21
