Ship,Berth,MooringTime,HandlingTime
4,0,5,9
13,0,22,9
20,0,36,7
24,0,44,10
32,0,67,11
45,0,92,6
53,0,99,21
74,0,130,17
98,0,165,6
26,1,47,28
51,1,98,10
93,1,158,33
3,2,3,18
17,2,29,12
28,2,51,18
41,2,83,4
47,2,94,17
68,2,124,2
82,2,138,4
87,2,149,36
2,3,3,60
64,3,117,50
72,3,167,66
97,3,233,58
31,4,65,12
43,4,88,18
62,4,117,51
49,5,94,50
15,6,25,33
50,6,94,16
86,6,146,14
6,7,8,17
16,7,27,42
39,7,78,5
79,7,137,13
70,8,126,38
5,9,6,8
19,9,32,8
30,9,64,11
38,9,78,21
54,9,99,6
58,9,111,18
76,9,133,2
90,9,157,5
96,9,164,29
35,10,68,45
63,10,117,38
11,11,17,36
99,11,166,39
9,12,16,26
22,12,43,5
27,12,49,9
36,12,73,14
61,12,116,20
84,12,141,15
92,12,158,3
57,13,108,3
14,14,24,25
40,14,81,16
55,14,100,19
69,14,125,5
78,14,135,6
85,14,143,14
89,14,157,13
21,15,39,9
37,15,76,22
73,15,130,25
29,16,61,40
60,16,116,35
7,17,12,183
1,18,2,3
10,18,17,19
23,18,44,38
42,18,84,28
59,18,116,11
80,18,137,9
94,18,161,12
0,19,1,9
12,19,20,38
34,19,68,22
46,19,92,22
67,19,123,21
91,19,157,21
56,20,103,22
88,20,151,20
25,21,45,33
77,21,135,26
48,22,94,13
66,22,122,35
8,23,14,52
33,23,67,21
44,23,89,14
65,23,121,10
18,24,31,19
52,24,98,3
71,24,126,12
83,24,139,25
95,24,164,38
