Ship,Berth,MooringTime,HandlingTime
18,0,31,19
36,0,73,14
56,0,103,22
74,0,130,17
93,0,158,33
8,1,14,52
45,1,92,6
51,1,98,10
96,1,164,29
3,2,3,18
16,2,27,42
33,2,69,21
48,2,94,13
68,2,124,2
71,2,126,12
82,2,138,4
94,2,161,12
2,3,3,60
64,3,117,50
72,3,167,66
97,3,233,58
21,4,39,9
31,4,65,12
47,4,94,17
62,4,117,51
49,5,94,50
37,6,76,22
60,6,116,35
6,7,8,17
32,7,67,11
39,7,78,5
44,7,89,14
88,7,151,20
70,8,126,38
13,9,22,9
19,9,32,8
24,9,44,10
30,9,64,11
38,9,78,21
54,9,99,6
58,9,111,18
79,9,137,13
35,10,68,45
99,10,166,39
12,11,20,38
83,11,139,25
27,12,49,9
42,12,84,28
61,12,116,20
84,12,141,15
90,12,157,5
52,13,98,5
57,13,108,3
14,14,24,25
28,14,51,18
40,14,81,16
55,14,100,19
69,14,125,5
78,14,135,6
85,14,143,14
89,14,157,13
9,15,16,26
50,15,94,16
73,15,130,25
29,16,61,40
86,16,146,14
7,17,12,183
1,18,2,3
4,18,5,9
11,18,17,36
34,18,68,22
59,18,116,11
80,18,137,9
87,18,149,36
0,19,1,9
10,19,17,19
23,19,44,38
41,19,83,4
46,19,92,22
67,19,123,21
91,19,157,21
25,20,45,33
15,21,25,33
77,21,135,26
66,22,122,35
5,23,6,8
20,23,36,7
22,23,43,5
26,23,48,28
53,23,99,21
65,23,121,10
76,23,133,2
92,23,158,3
98,23,165,6
17,24,29,12
43,24,88,18
63,24,117,38
95,24,163,38
