Ship,Berth,MooringTime,HandlingTime
7,0,31,43
29,1,95,43
20,2,68,16
53,2,153,35
3,3,11,12
10,3,40,15
22,3,72,12
25,3,85,12
58,3,163,7
12,4,41,19
34,4,102,40
14,5,53,34
33,5,102,20
11,6,40,22
23,6,72,49
21,7,68,30
39,7,111,12
18,8,64,47
51,8,140,44
44,9,117,44
6,10,26,31
32,10,100,35
0,11,2,6
16,11,64,2
15,11,66,6
19,11,72,8
30,11,97,8
41,11,113,4
50,11,138,12
55,11,158,42
8,12,33,12
35,12,103,4
37,12,107,25
59,12,165,16
2,13,10,15
13,13,49,10
24,13,81,20
40,13,111,13
52,13,142,35
57,13,177,8
4,14,14,12
38,14,110,6
48,14,125,8
56,14,158,5
27,15,88,51
42,15,139,36
36,16,103,8
47,16,124,19
31,17,97,21
1,18,7,8
5,18,24,8
9,18,36,17
17,18,64,5
26,18,87,13
43,18,116,6
45,18,122,14
46,18,136,10
49,18,146,10
54,18,156,37
28,19,94,32
