Ship,Berth,MooringTime,HandlingTime
7,0,31,43
29,1,95,43
14,2,53,34
43,2,116,6
49,2,128,10
3,3,11,12
10,3,40,15
22,3,72,12
25,3,85,12
35,3,103,4
44,3,117,44
58,3,163,7
12,4,41,19
34,4,102,40
56,4,158,5
17,5,64,5
37,5,106,25
57,5,163,8
4,6,14,12
23,6,72,49
11,7,40,22
21,7,68,30
18,8,64,47
51,8,140,44
24,9,81,20
40,9,111,13
48,9,125,8
6,10,26,31
36,10,103,8
47,10,124,19
0,11,2,6
16,11,64,2
15,11,66,6
19,11,72,8
30,11,97,8
41,11,113,4
50,11,138,12
55,11,158,42
8,12,33,12
33,12,102,20
46,12,124,10
59,12,165,16
2,13,10,15
13,13,49,10
20,13,68,16
38,13,110,6
53,13,153,35
39,14,111,12
52,14,142,35
27,15,88,51
42,15,139,36
32,16,100,35
31,17,97,21
45,17,119,14
1,18,7,8
5,18,24,8
9,18,36,17
26,18,87,13
54,18,155,37
28,19,94,32
