Ship,Berth,MooringTime,HandlingTime
7,0,31,43
59,0,165,16
26,1,87,13
29,1,100,43
0,2,2,6
11,2,40,22
52,2,142,35
3,3,11,12
15,3,63,6
22,3,72,12
39,3,111,12
46,3,124,10
58,3,163,7
30,4,97,8
51,4,140,44
8,5,33,12
33,5,102,20
47,5,124,19
56,5,158,5
20,6,68,16
34,6,102,40
12,7,41,19
21,7,68,30
48,7,125,8
23,8,72,49
40,8,121,13
24,9,81,20
44,9,117,44
2,10,10,15
25,10,85,12
38,10,110,6
45,10,119,14
16,11,64,2
35,11,103,4
41,11,113,4
50,11,138,12
55,11,158,42
37,12,106,25
54,12,155,37
4,13,14,12
10,13,40,15
53,13,153,35
6,14,26,31
32,14,100,35
27,15,88,51
42,15,139,36
14,16,53,34
31,16,97,26
1,17,7,8
28,17,94,32
57,17,163,8
5,18,24,8
9,18,36,17
13,18,53,10
17,18,64,5
19,18,69,8
43,18,116,6
49,18,128,10
18,19,64,47
36,19,111,8
