Ship,Berth,MooringTime,HandlingTime
7,0,31,43
36,0,103,8
29,1,95,43
12,2,41,19
34,2,102,40
20,3,68,16
48,3,125,8
53,3,153,35
10,4,40,15
18,4,64,47
43,4,116,6
15,5,63,6
26,5,87,13
39,5,111,12
47,5,124,19
59,5,165,16
13,6,49,10
17,6,64,5
23,6,72,49
21,7,68,30
4,8,14,12
11,8,40,22
24,8,81,20
38,8,110,6
40,9,111,13
51,9,140,44
2,10,10,15
37,10,106,25
58,10,163,7
0,11,2,6
19,11,68,8
30,11,97,8
41,11,113,4
50,11,138,12
56,11,158,5
55,11,163,42
3,12,11,12
25,12,85,12
35,12,103,4
44,12,117,44
5,13,24,8
14,13,53,34
46,13,124,10
57,13,163,8
6,14,26,31
22,14,72,12
49,14,128,10
27,15,88,51
42,15,139,36
33,16,102,20
54,16,155,37
31,17,97,21
28,17,118,32
1,18,7,8
9,18,36,17
16,18,64,2
45,18,119,14
52,18,142,35
8,19,33,12
32,19,100,35
