Ship,Berth,MooringTime,HandlingTime
7,0,31,43
36,0,103,8
29,1,95,43
14,2,53,34
44,2,117,44
3,3,11,12
10,3,40,15
22,3,72,12
25,3,85,12
39,3,111,12
57,3,163,8
18,4,64,47
49,4,128,10
56,4,158,5
33,5,102,20
47,5,124,19
11,6,40,22
20,6,68,16
52,6,142,35
21,7,68,30
12,8,41,19
23,8,72,49
51,8,140,44
4,9,14,12
34,9,102,40
6,10,26,31
32,10,100,35
0,11,2,6
16,11,64,2
15,11,66,6
35,11,103,4
41,11,113,4
50,11,138,12
55,11,158,42
8,12,33,12
24,12,81,20
37,12,106,25
59,12,165,16
2,13,10,15
13,13,49,10
17,13,64,5
30,13,97,8
38,13,110,6
43,13,116,6
48,13,125,8
53,13,153,35
46,14,124,10
58,14,163,7
27,15,88,51
42,15,139,36
31,17,97,21
1,18,7,8
5,18,24,8
9,18,36,17
19,18,68,8
26,18,87,13
40,18,111,13
45,18,124,14
54,18,155,37
28,19,94,32
