Ship,Berth,MooringTime,HandlingTime
7,0,31,43
43,0,116,6
29,1,95,43
14,2,53,34
38,2,110,6
45,2,119,14
20,3,68,16
39,3,111,12
54,3,155,37
12,4,41,19
51,4,140,44
3,5,11,12
8,5,33,12
37,5,106,25
11,6,40,22
18,6,64,47
10,7,40,15
21,7,68,30
35,7,103,4
4,8,14,12
23,8,72,49
48,8,125,8
26,9,87,13
44,9,117,44
2,10,10,15
24,10,81,20
36,10,103,8
46,10,124,10
56,10,158,5
0,11,2,6
16,11,64,2
19,11,68,8
30,11,97,8
41,11,113,4
50,11,138,12
55,11,158,42
13,12,49,10
33,12,102,20
47,12,124,19
59,12,165,16
34,13,102,40
53,13,153,35
15,14,63,6
22,14,72,12
32,14,100,35
27,15,88,51
42,15,139,36
6,16,26,31
25,16,85,12
31,17,97,21
49,17,128,10
58,17,163,7
1,18,7,8
5,18,24,8
9,18,36,17
40,18,111,13
52,18,142,35
17,19,64,5
28,19,94,32
57,19,163,8
