Ship,Berth,MooringTime,HandlingTime
7,0,31,43
29,1,95,43
4,2,14,12
34,2,102,40
10,3,40,15
20,3,68,16
48,3,125,8
54,3,155,37
12,4,41,19
51,4,140,44
8,5,33,12
37,5,106,25
58,5,163,7
11,6,40,22
23,6,72,49
21,7,68,30
39,7,111,12
56,7,158,5
18,8,64,47
49,8,128,10
24,9,81,20
35,9,103,4
38,9,110,6
45,9,119,14
57,9,163,8
6,10,26,31
33,10,102,20
59,10,165,16
0,11,2,6
16,11,64,2
19,11,68,8
30,11,97,8
41,11,113,4
50,11,138,12
55,11,158,42
14,12,53,34
44,12,117,44
2,13,10,15
13,13,49,10
17,13,64,5
43,13,116,6
53,13,153,35
22,14,72,12
32,14,100,35
27,15,88,51
42,15,139,36
15,16,63,6
36,16,103,8
40,16,111,13
47,16,124,19
25,17,85,12
31,17,97,21
1,18,7,8
5,18,24,8
9,18,36,17
26,18,87,13
46,18,124,10
52,18,142,35
3,19,11,12
28,19,94,32
