Ship,Berth,MooringTime,HandlingTime
13,0,22,9
19,0,32,8
30,0,64,11
45,0,92,6
56,0,103,22
74,0,130,17
96,0,164,29
11,1,17,36
31,1,65,12
51,1,98,10
93,1,158,33
12,2,20,38
33,2,67,21
46,2,92,22
68,2,124,2
71,2,126,12
82,2,138,4
87,2,149,36
2,3,3,60
64,3,117,50
72,3,167,66
97,3,233,58
32,4,67,11
43,4,88,18
62,4,117,51
77,5,135,26
18,6,31,19
66,6,122,35
6,7,8,17
20,7,36,7
24,7,44,10
39,7,78,5
50,7,94,16
88,7,151,20
70,8,126,38
17,9,29,12
22,9,43,5
28,9,51,18
36,9,73,14
54,9,99,6
59,9,116,11
76,9,133,2
78,9,135,6
85,9,143,14
90,9,157,5
35,10,68,45
67,10,123,21
16,11,27,42
38,11,78,21
21,12,39,9
27,12,49,9
44,12,89,14
61,12,116,20
84,12,141,15
57,13,108,3
3,14,3,18
14,14,24,25
48,14,94,13
63,14,117,38
95,14,163,38
9,15,16,26
37,15,76,22
86,15,146,14
98,15,165,6
29,16,61,40
60,16,116,35
7,17,12,183
0,18,1,9
8,18,14,52
34,18,68,22
47,18,94,17
58,18,111,18
80,18,137,9
89,18,157,13
1,19,2,3
4,19,5,9
10,19,17,19
23,19,44,38
41,19,83,4
52,19,98,3
55,19,101,19
69,19,125,5
79,19,137,13
91,19,157,21
25,20,45,33
15,21,25,33
73,21,130,25
49,22,94,50
5,23,6,8
26,23,47,28
40,23,81,16
53,23,99,21
65,23,121,10
92,23,158,3
94,23,161,12
42,24,84,28
83,24,139,25
99,24,166,39
