Ship,Berth,MooringTime,HandlingTime
13,0,22,9
19,0,32,8
22,0,43,5
30,0,64,11
40,0,81,16
54,0,99,6
68,0,124,2
74,0,130,17
90,0,157,5
98,0,165,6
11,1,17,36
31,1,65,12
42,1,84,28
93,1,158,33
3,2,3,18
17,2,29,12
34,2,68,22
55,2,100,19
67,2,123,21
89,2,157,13
2,3,3,60
64,3,117,50
72,3,167,66
97,3,233,58
21,4,39,9
36,4,73,14
51,4,98,10
62,4,117,51
47,5,94,17
73,5,130,25
48,6,94,13
60,6,116,35
26,7,47,28
39,7,78,5
50,7,94,16
84,7,141,15
49,8,94,50
5,9,6,8
18,9,31,19
32,9,67,11
45,9,92,6
65,9,121,10
76,9,133,2
82,9,138,4
85,9,143,14
96,9,164,29
16,10,27,42
99,10,166,39
35,11,68,45
63,11,117,38
6,12,8,17
24,12,44,10
61,12,116,20
80,12,137,9
88,12,151,20
57,13,108,3
14,14,24,25
38,14,78,21
58,14,111,18
78,14,135,6
87,14,149,36
20,15,36,7
27,15,49,9
37,15,76,22
83,15,139,25
9,16,16,26
29,16,61,40
66,16,122,35
7,17,12,183
1,18,2,3
8,18,14,52
33,18,67,21
46,18,92,22
59,18,116,11
94,18,161,12
0,19,1,9
10,19,17,19
28,19,51,18
41,19,83,4
52,19,98,3
69,19,125,5
79,19,137,13
91,19,157,21
53,20,99,21
77,20,135,26
15,21,25,33
86,21,146,14
25,22,45,33
70,22,126,38
23,23,44,38
44,23,89,14
56,23,103,22
71,23,126,12
92,23,158,3
4,24,5,9
12,24,20,38
43,24,88,18
95,24,163,38
