Ship,Berth,MooringTime,HandlingTime
14,0,24,25
32,0,67,11
54,0,99,6
58,0,111,18
74,0,130,17
96,0,164,29
24,1,44,10
31,1,65,12
51,1,98,10
76,1,133,2
85,1,143,14
93,1,158,33
28,2,51,18
40,2,81,16
55,2,100,19
71,2,126,12
87,2,149,36
2,3,3,60
64,3,117,50
81,3,167,50
97,3,217,58
16,4,27,42
38,4,78,21
65,4,121,10
99,4,166,39
43,5,88,18
66,5,122,35
9,6,16,26
60,6,116,35
59,7,116,11
73,7,130,25
95,7,163,38
21,8,39,9
29,8,61,40
84,8,141,15
1,9,2,3
5,9,6,8
18,9,31,19
36,9,73,14
44,9,89,14
56,9,103,22
82,9,138,4
90,9,157,5
8,10,14,52
83,10,139,25
3,11,3,18
17,11,29,12
33,11,67,21
6,12,8,17
19,12,32,8
27,12,49,9
39,12,78,5
50,12,94,16
88,12,151,20
52,13,98,5
57,13,108,3
12,14,20,38
41,14,83,4
48,14,94,13
69,14,125,5
79,14,137,13
89,14,157,13
26,15,47,28
37,15,76,22
61,15,116,20
49,16,94,50
86,16,146,14
7,17,12,183
4,18,5,9
10,18,17,19
34,18,68,22
47,18,94,17
68,18,124,2
78,18,135,6
91,18,157,21
0,19,1,9
23,19,44,38
46,19,92,22
67,19,123,21
94,19,161,12
25,20,45,33
77,20,135,26
15,21,25,33
62,21,117,51
42,22,84,28
70,22,126,38
13,23,22,9
20,23,36,7
22,23,43,5
30,23,64,11
45,23,92,6
53,23,99,21
80,23,137,9
92,23,158,3
98,23,165,6
11,24,17,36
35,24,68,45
63,24,117,38
