Ship,Berth,MooringTime,HandlingTime
13,0,22,9
19,0,32,8
24,0,44,10
40,0,81,16
54,0,99,6
58,0,111,18
74,0,130,17
90,0,157,5
98,0,165,6
18,1,31,19
31,1,65,12
45,1,92,6
67,1,123,21
93,1,158,33
12,2,20,38
34,2,68,22
46,2,92,22
79,2,137,13
91,2,157,21
2,3,3,60
64,3,117,50
72,3,167,66
97,3,233,58
14,4,24,25
51,4,98,10
62,4,117,51
49,5,94,50
9,6,16,26
37,6,76,22
88,6,151,20
16,7,27,42
61,7,116,20
86,7,146,14
42,8,84,28
70,8,126,38
3,9,3,18
20,9,36,7
22,9,43,5
32,9,67,11
44,9,89,14
56,9,103,22
76,9,133,2
85,9,143,14
92,9,158,3
94,9,161,12
11,10,17,36
35,10,68,45
43,11,88,18
63,11,117,38
1,12,2,3
39,12,78,5
50,12,94,16
73,12,130,25
99,12,166,39
57,13,108,3
17,14,29,12
33,14,67,21
48,14,94,13
59,14,116,11
83,14,139,25
6,15,8,17
27,15,49,9
36,15,73,14
84,15,141,15
26,16,47,28
60,16,116,35
7,17,12,183
4,18,5,9
8,18,14,52
55,18,100,19
68,18,124,2
71,18,126,12
82,18,138,4
89,18,157,13
0,19,1,9
10,19,17,19
28,19,51,18
41,19,83,4
47,19,94,17
69,19,125,5
78,19,135,6
87,19,149,36
25,20,45,33
66,20,122,35
15,21,25,33
77,21,135,26
29,22,61,40
5,23,6,8
21,23,39,9
30,23,64,11
38,23,78,21
53,23,99,21
65,23,121,10
96,23,164,29
23,24,44,38
52,24,98,3
80,24,137,9
95,24,163,38
