Ship,Berth,MooringTime,HandlingTime
7,0,31,43
36,0,103,8
42,1,116,59
44,2,117,44
57,2,163,8
25,3,85,12
34,3,102,40
54,3,155,37
9,4,36,17
51,4,140,44
2,5,10,15
8,5,33,12
32,5,100,35
10,6,40,15
23,6,72,49
11,7,40,22
21,7,68,30
49,7,128,10
18,8,64,47
48,8,125,8
56,8,158,5
29,9,95,64
6,10,26,31
22,10,72,12
37,10,106,25
0,11,2,6
16,11,64,2
19,11,68,8
30,11,97,8
41,11,113,4
50,11,138,12
55,11,158,42
14,12,53,34
33,12,102,20
20,13,68,16
38,13,110,6
43,13,116,6
46,13,124,10
53,13,153,35
3,14,11,12
13,14,49,10
24,14,81,20
40,14,111,13
58,14,163,7
27,15,88,51
4,16,14,12
15,16,63,6
39,16,111,12
59,16,165,16
31,17,97,21
47,17,124,19
1,18,7,8
5,18,24,8
17,18,64,5
26,18,87,13
35,18,103,4
45,18,119,14
52,18,142,35
12,19,41,19
28,19,94,32
