Ship,Berth,MooringTime,HandlingTime
7,0,31,43
47,0,124,19
29,1,95,43
20,2,68,16
44,2,117,44
2,3,10,15
22,3,72,12
34,3,102,40
17,4,64,5
43,4,116,6
51,4,140,44
8,5,33,12
37,5,106,25
59,5,165,16
10,6,40,15
23,6,72,49
21,7,68,30
49,7,128,10
58,7,163,7
12,8,41,19
18,8,64,47
4,9,14,12
11,9,40,22
40,9,111,13
6,10,26,31
32,10,100,35
0,11,2,6
16,11,64,2
19,11,68,8
30,11,97,8
50,11,138,12
55,11,158,42
3,12,11,12
14,12,53,34
33,12,102,20
1,13,7,8
13,13,49,10
24,13,81,20
38,13,110,6
53,13,153,35
15,14,63,6
35,14,103,4
54,14,155,37
27,15,88,51
42,15,139,36
25,16,85,12
36,16,103,8
39,16,111,12
48,16,125,8
31,17,97,21
46,17,124,10
57,17,163,8
5,18,24,8
9,18,36,17
26,18,87,13
41,18,113,4
45,18,119,14
52,18,142,35
28,19,94,32
56,19,158,5
