Ship,Berth,MooringTime,HandlingTime
7,0,31,43
36,0,103,8
27,1,88,68
24,2,81,20
44,2,117,44
34,3,102,40
54,3,155,37
35,4,103,4
38,4,110,6
46,4,124,10
51,4,140,44
15,5,63,6
22,5,72,12
25,5,85,12
40,5,111,13
58,5,163,7
11,6,40,22
23,6,72,49
21,7,68,30
43,7,116,6
48,7,125,8
56,7,158,5
4,8,14,12
13,8,49,10
18,8,64,47
29,9,95,64
6,10,26,31
37,10,106,25
0,11,2,6
16,11,64,2
19,11,68,8
30,11,97,8
41,11,113,4
50,11,138,12
55,11,158,42
14,12,53,34
33,12,102,20
59,12,165,16
2,13,10,15
20,13,68,16
49,13,128,10
53,13,153,35
10,14,40,15
32,14,100,35
57,14,163,8
42,15,116,36
3,16,11,12
17,16,64,5
39,16,111,12
47,16,124,19
12,17,41,19
31,17,97,21
1,18,7,8
5,18,24,8
9,18,36,17
26,18,87,13
45,18,119,14
52,18,142,35
8,19,33,12
28,19,94,32
