Ship,Berth,MooringTime,HandlingTime
15,0,24,31
33,0,55,28
73,0,154,11
79,1,167,42
3,2,9,23
46,2,84,58
0,3,3,19
11,3,23,32
44,3,79,11
78,3,167,22
42,4,74,26
69,4,147,35
12,5,23,9
49,5,88,10
53,5,104,14
66,5,136,38
24,6,30,21
36,6,63,4
48,6,86,8
56,6,115,29
75,6,159,31
19,7,27,28
14,8,24,19
38,8,72,17
55,8,107,15
62,8,127,9
77,8,164,25
17,9,26,7
28,9,40,9
35,9,61,4
41,9,73,9
60,9,120,9
65,9,130,39
20,10,27,37
47,10,85,28
25,11,31,40
57,11,116,90
5,12,13,8
18,12,26,8
27,12,36,5
2,13,7,9
8,13,18,12
23,13,30,18
40,13,73,15
54,13,105,5
72,13,151,7
74,13,158,11
9,14,19,9
22,14,28,51
50,14,96,17
63,14,129,15
21,15,28,32
70,15,148,45
13,16,24,25
37,16,71,18
71,16,150,30
7,17,17,26
30,17,48,23
43,17,78,10
67,17,142,14
76,17,160,7
1,18,5,5
4,18,11,5
16,18,25,8
26,18,34,10
31,18,50,17
39,18,72,5
45,18,82,7
51,18,96,13
59,18,118,1
61,18,126,11
68,18,143,18
6,19,16,3
10,19,20,5
29,19,42,6
32,19,52,5
34,19,60,8
52,19,100,3
64,19,129,4
