Ship,Berth,MooringTime,HandlingTime
12,0,23,9
42,0,74,26
66,0,136,38
17,1,26,7
79,1,167,42
3,2,9,23
46,2,84,58
30,3,48,23
45,3,82,7
63,3,129,15
71,3,150,30
19,4,27,28
69,4,147,35
15,5,24,31
33,5,55,28
49,5,88,10
72,5,151,7
7,6,17,26
43,6,78,10
50,6,96,17
75,6,159,31
22,7,28,51
23,8,30,18
37,8,71,18
73,8,154,11
78,8,167,22
8,9,18,12
26,9,34,10
55,9,107,15
77,9,164,25
20,10,27,37
47,10,85,28
25,11,31,40
57,11,116,90
6,12,16,3
10,12,20,5
18,12,26,8
2,13,7,9
14,13,24,19
31,13,50,17
40,13,73,15
54,13,105,5
60,13,120,9
9,14,19,9
24,14,30,21
36,14,63,4
41,14,73,9
48,14,86,8
51,14,96,13
62,14,127,9
68,14,143,18
21,15,28,32
70,15,148,45
16,16,25,8
28,16,40,9
38,16,72,17
65,16,130,39
0,17,3,19
11,17,23,32
56,17,115,29
76,17,160,7
1,18,5,5
4,18,11,5
13,18,24,25
35,18,61,4
39,18,72,5
44,18,79,11
53,18,104,14
59,18,118,1
61,18,126,11
67,18,142,14
74,18,158,11
5,19,13,8
27,19,36,5
29,19,42,6
32,19,52,5
34,19,60,8
52,19,100,3
64,19,129,4
