Ship,Berth,MooringTime,HandlingTime
24,0,30,21
41,0,73,9
55,0,107,15
77,0,164,25
79,1,167,42
3,2,9,23
46,2,84,58
0,3,3,19
15,3,24,31
43,3,78,10
63,3,129,15
78,3,167,22
12,4,23,9
69,4,147,35
8,5,18,12
23,5,30,18
30,5,48,23
49,5,88,10
61,5,126,11
11,6,23,32
50,6,96,17
67,6,142,14
75,6,159,31
47,7,85,28
14,8,24,19
33,8,55,28
53,8,104,14
60,8,120,9
73,8,154,11
17,9,26,7
26,9,34,10
42,9,74,26
62,9,127,9
76,9,160,7
20,10,27,37
38,10,72,17
25,11,31,40
57,11,116,90
6,12,16,3
10,12,20,5
18,12,26,8
32,12,52,5
1,13,5,5
19,13,27,28
35,13,61,4
40,13,73,15
54,13,105,5
72,13,151,7
74,13,158,11
9,14,19,9
22,14,28,51
45,14,82,7
68,14,143,18
21,15,28,32
70,15,148,45
2,16,7,9
16,16,25,8
28,16,40,9
37,16,71,18
65,16,130,39
7,17,17,26
36,17,63,4
48,17,86,8
56,17,115,29
71,17,150,30
4,18,11,5
13,18,24,25
31,18,50,17
39,18,72,5
44,18,79,11
51,18,96,13
59,18,118,1
66,18,136,38
5,19,13,8
27,19,36,5
29,19,42,6
34,19,60,8
52,19,100,3
64,19,129,4
