Ship,Berth,MooringTime,HandlingTime
23,0,30,18
40,0,73,15
55,0,107,15
77,0,164,25
79,1,167,42
3,2,9,23
46,2,84,58
7,3,17,26
30,3,48,23
63,3,129,15
71,3,150,30
14,4,24,19
69,4,147,35
8,5,18,12
24,5,30,21
33,5,55,28
49,5,88,10
54,5,105,5
11,6,23,32
48,6,86,8
56,6,115,29
75,6,159,31
20,7,27,37
2,8,7,9
17,8,26,7
26,8,34,10
35,8,61,4
42,8,74,26
62,8,127,9
73,8,154,11
12,9,23,9
37,9,71,18
66,9,136,38
9,10,19,9
28,10,40,9
47,10,85,28
25,11,31,40
57,11,116,90
6,12,16,3
10,12,20,5
29,12,42,6
64,12,129,4
19,13,27,28
38,13,72,17
60,13,120,9
72,13,151,7
74,13,158,11
22,14,28,51
44,14,79,11
50,14,96,17
68,14,143,18
21,15,28,32
70,15,148,45
16,16,25,8
41,16,73,9
53,16,104,14
65,16,130,39
0,17,3,19
15,17,24,31
36,17,63,4
43,17,78,10
78,17,167,22
1,18,5,5
4,18,11,5
13,18,24,25
31,18,50,17
39,18,72,5
45,18,82,7
51,18,96,13
59,18,118,1
61,18,126,11
67,18,142,14
76,18,160,7
5,19,13,8
18,19,26,8
27,19,36,5
32,19,52,5
34,19,60,8
52,19,100,3
