Ship,Berth,MooringTime,HandlingTime
12,0,20,38
36,0,73,14
47,0,94,17
68,0,124,2
92,0,158,3
98,0,165,6
22,1,43,5
30,1,64,11
40,1,81,16
51,1,98,10
93,1,158,33
4,2,5,9
10,2,17,19
23,2,44,38
42,2,84,28
59,2,116,11
79,2,137,13
2,3,3,60
64,3,117,50
72,3,167,66
97,3,233,58
33,4,67,21
54,4,99,6
83,4,139,25
96,4,164,29
60,5,116,35
88,5,151,20
15,6,25,33
29,6,61,40
66,6,122,35
20,7,36,7
24,7,44,10
32,7,67,11
50,7,94,16
61,7,116,20
86,7,146,14
56,8,103,22
70,8,126,38
19,9,32,8
26,9,47,28
44,9,89,14
76,9,133,2
80,9,137,9
91,9,157,21
46,10,92,22
63,10,117,38
3,11,3,18
18,11,31,19
28,11,51,18
6,12,8,17
31,12,65,12
39,12,78,5
53,12,99,21
74,12,130,17
1,13,2,6
41,13,83,8
52,13,98,5
57,13,108,3
0,14,1,9
14,14,24,25
35,14,68,45
69,14,125,5
85,14,143,14
89,14,157,13
5,15,6,8
13,15,22,9
21,15,39,9
27,15,49,9
84,15,141,15
90,15,157,5
49,16,94,50
87,16,149,36
7,17,12,183
16,18,27,42
48,18,94,13
58,18,111,18
78,18,135,6
95,18,163,38
11,19,17,36
38,19,78,21
55,19,100,19
71,19,126,12
82,19,138,4
94,19,161,12
9,20,16,26
77,20,135,26
25,21,45,33
62,21,117,51
37,22,76,22
73,22,130,25
8,23,14,52
34,23,68,22
45,23,92,6
65,23,121,10
17,24,29,12
43,24,88,18
67,24,123,21
99,24,166,39
