Ship,Berth,MooringTime,HandlingTime
12,0,20,38
33,0,67,21
56,0,103,22
83,0,139,25
22,1,43,5
31,1,65,12
40,1,81,16
51,1,98,10
74,1,130,17
92,1,158,3
96,1,164,29
1,2,2,3
4,2,5,9
23,2,44,38
48,2,94,13
58,2,111,18
80,2,137,9
95,2,163,38
2,3,3,60
64,3,117,50
72,3,167,66
97,3,233,58
19,4,32,8
36,4,73,14
44,4,89,14
62,4,117,51
15,5,25,33
9,6,16,26
29,6,61,40
26,7,47,28
39,7,78,5
61,7,116,20
88,7,151,20
60,8,116,35
3,9,3,18
13,9,22,9
20,9,36,7
24,9,44,10
30,9,64,11
45,9,92,6
55,9,100,19
76,9,133,2
89,9,157,13
11,10,17,36
43,10,88,18
67,10,123,21
18,11,31,19
63,11,117,38
6,12,8,17
37,12,76,22
84,12,141,15
93,12,158,33
41,13,83,8
52,13,98,5
57,13,108,3
10,14,17,19
35,14,68,45
69,14,125,5
78,14,135,6
85,14,143,14
91,14,157,21
14,15,24,25
27,15,49,9
50,15,94,16
73,15,130,25
49,16,94,50
86,16,146,14
7,17,12,183
8,18,14,52
34,18,68,22
47,18,94,17
59,18,116,11
79,18,137,13
94,18,161,12
0,19,1,9
17,19,29,12
28,19,51,18
42,19,84,28
68,19,124,2
71,19,126,12
82,19,138,4
87,19,149,36
54,20,99,6
66,20,122,35
25,21,45,33
77,21,135,26
70,22,126,38
5,23,6,8
21,23,39,9
32,23,67,11
38,23,78,21
53,23,99,21
65,23,121,10
90,23,157,5
98,23,165,6
16,24,27,42
46,24,92,22
99,24,166,39
