Ship,Berth,MooringTime,HandlingTime
13,0,22,9
20,0,36,7
22,0,43,5
32,0,67,11
44,0,89,14
59,0,116,11
74,0,130,17
93,0,158,33
24,1,44,10
31,1,65,12
43,1,88,18
92,1,158,3
95,1,163,38
3,2,3,18
12,2,21,38
40,2,81,16
55,2,100,19
69,2,125,5
80,2,137,9
94,2,161,12
2,3,3,60
64,3,117,50
72,3,167,66
97,3,233,58
18,4,31,19
51,4,98,10
62,4,117,51
60,5,116,35
8,6,14,52
66,6,122,35
6,7,8,17
27,7,49,9
42,7,84,28
73,7,130,25
49,8,94,50
21,9,39,9
30,9,64,11
38,9,78,21
54,9,99,6
65,9,121,10
83,9,139,25
96,9,164,29
35,10,68,45
63,10,117,38
16,11,27,42
67,11,123,21
26,12,47,28
39,12,78,5
50,12,94,16
61,12,116,20
86,12,146,14
57,13,108,3
14,14,24,25
34,14,68,22
48,14,94,13
71,14,126,12
82,14,138,4
87,14,149,36
9,15,16,26
37,15,76,22
88,15,151,20
15,16,25,33
29,16,61,40
7,17,12,183
1,18,2,3
4,18,5,9
10,18,17,19
33,18,67,21
47,18,94,17
58,18,111,18
78,18,135,6
89,18,157,13
0,19,1,9
17,19,29,12
23,19,44,38
41,19,83,4
52,19,98,3
68,19,124,2
79,19,137,13
91,19,157,21
53,20,99,21
77,20,135,26
25,21,45,33
84,21,141,15
70,22,126,38
5,23,6,8
19,23,32,8
28,23,51,18
36,23,73,14
45,23,92,6
56,23,103,22
76,23,133,2
85,23,143,14
90,23,157,5
98,23,165,6
11,24,17,36
46,24,92,22
99,24,166,39
