Ship,Berth,MooringTime,HandlingTime
12,0,20,38
36,0,73,14
45,0,92,6
55,0,100,19
68,0,124,2
76,0,133,2
90,0,157,5
98,0,165,6
24,1,44,10
51,1,98,10
83,1,139,25
99,1,166,39
3,2,3,18
18,2,31,19
38,2,78,21
59,2,116,11
80,2,137,9
87,2,149,36
2,3,3,60
64,3,117,50
72,3,167,66
97,3,233,58
0,4,1,9
19,4,32,8
22,4,43,5
30,4,64,11
56,4,103,22
74,4,130,17
49,5,94,50
29,6,61,40
62,6,117,51
6,7,8,17
23,7,44,38
61,7,116,20
53,8,99,21
70,8,126,38
13,9,22,9
21,9,39,9
32,9,67,11
48,9,94,13
67,9,123,21
93,9,158,33
35,10,68,45
95,10,163,38
8,11,14,52
43,11,88,18
31,12,65,12
39,12,78,5
50,12,94,16
86,12,146,14
96,12,164,29
1,13,2,6
41,13,83,8
57,13,108,3
14,14,24,25
33,14,67,21
46,14,92,22
63,14,117,38
9,15,16,26
27,15,49,9
37,15,76,22
54,15,99,6
84,15,141,15
60,16,116,35
88,16,151,20
7,17,12,183
17,18,29,12
28,18,51,18
47,18,94,17
58,18,111,18
79,18,137,13
94,18,161,12
4,19,5,9
16,19,27,42
42,19,84,28
69,19,125,5
82,19,138,4
89,19,157,13
34,20,68,22
66,20,122,35
25,21,45,33
77,21,135,26
15,22,25,33
73,22,130,25
5,23,6,8
10,23,17,19
20,23,36,7
26,23,47,28
44,23,89,14
65,23,121,10
78,23,135,6
85,23,143,14
92,23,158,3
11,24,17,36
40,24,81,16
52,24,98,3
71,24,126,12
91,24,157,21
