Ship,Berth,MooringTime,HandlingTime
20,0,36,7
24,0,44,10
30,0,64,11
54,0,99,6
74,0,130,17
92,0,158,3
94,0,161,12
3,1,3,18
13,1,22,9
22,1,43,5
31,1,65,12
43,1,88,18
85,1,143,14
11,2,17,36
33,2,67,21
47,2,94,17
59,2,116,11
78,2,135,6
80,2,141,9
2,3,3,60
64,3,117,50
75,3,167,66
97,3,233,58
5,4,6,8
23,4,44,38
44,4,89,14
93,4,158,33
6,5,8,17
62,5,117,51
29,6,61,40
60,6,116,35
27,7,49,9
39,7,78,5
50,7,94,16
87,7,149,36
49,8,94,50
88,8,151,20
10,9,17,19
21,9,39,9
34,9,68,22
45,9,92,6
65,9,121,10
90,9,157,5
98,9,165,6
55,10,100,19
67,10,123,21
95,10,163,38
38,11,78,21
71,11,126,12
99,11,166,39
19,12,32,8
26,12,47,28
36,12,75,14
51,12,98,10
61,12,116,20
86,12,146,14
41,13,83,8
52,13,98,5
57,13,108,3
68,13,124,4
14,14,24,25
35,14,68,45
63,14,117,38
9,15,16,26
37,15,76,22
53,15,99,21
84,15,141,15
8,16,14,52
66,16,122,35
7,17,12,183
1,18,2,3
12,18,20,38
40,18,81,16
48,18,97,13
69,18,125,5
91,18,157,21
0,19,1,9
17,19,29,12
28,19,51,18
42,19,84,28
58,19,112,18
79,19,137,13
25,20,45,33
73,20,130,25
18,21,31,19
77,21,135,26
15,22,25,33
70,22,126,38
32,23,67,11
56,23,103,22
76,23,133,2
83,23,139,25
96,23,164,29
4,24,5,9
16,24,27,42
46,24,92,22
82,24,138,4
89,24,157,13
