Ship,Berth,MooringTime,HandlingTime
3,0,3,18
22,0,43,5
44,0,89,14
68,0,124,2
74,0,130,17
92,0,158,3
94,0,161,12
26,1,47,28
51,1,98,10
99,1,166,39
0,2,1,9
17,2,29,12
35,2,68,45
69,2,125,5
82,2,138,4
95,2,163,38
2,3,3,60
64,3,117,50
75,3,167,66
97,3,233,58
24,4,44,10
31,4,65,12
48,4,94,13
62,4,117,51
25,5,45,33
60,5,116,35
15,6,25,33
66,6,122,35
42,7,84,28
73,7,130,25
96,7,164,29
29,8,61,40
70,8,126,38
5,9,6,8
13,9,22,9
21,9,39,9
28,9,51,18
56,9,103,22
79,9,137,13
90,9,157,5
10,10,17,19
23,10,44,38
46,10,92,22
16,11,27,42
58,11,111,18
89,11,157,13
14,12,24,25
32,12,67,11
39,12,78,5
50,12,94,16
84,12,141,15
41,13,83,8
57,13,108,3
8,14,14,52
33,14,67,21
55,14,100,19
71,14,126,12
80,14,138,9
9,15,16,26
27,15,49,9
36,15,73,14
43,15,88,18
76,15,133,2
86,15,146,14
49,16,94,50
87,16,149,36
7,17,12,183
4,18,5,9
18,18,31,19
34,18,68,22
47,18,94,17
59,18,116,11
78,18,135,6
11,19,17,36
40,19,81,16
63,19,117,38
37,20,76,22
67,20,123,21
93,20,158,33
6,21,8,17
30,21,64,11
61,21,116,20
88,21,151,20
20,22,36,7
45,22,92,6
53,22,99,21
77,22,135,26
98,22,165,6
1,23,2,3
19,23,32,8
38,23,78,21
54,23,99,6
65,23,121,10
85,23,143,14
91,23,157,21
12,24,20,38
52,24,98,3
83,24,139,25
