Ship,Berth,MooringTime,HandlingTime
16,0,27,42
53,0,99,21
74,0,130,17
98,0,165,6
13,1,22,9
24,1,44,10
35,1,68,45
71,1,126,12
82,1,138,4
90,1,157,5
17,2,29,12
23,2,44,38
63,2,117,38
94,2,161,12
2,3,3,60
64,3,117,50
75,3,167,66
97,3,233,58
5,4,6,8
18,4,31,19
32,4,67,11
45,4,92,6
51,4,98,10
76,4,133,2
89,4,157,13
9,5,16,26
70,5,126,38
15,6,25,33
66,6,122,35
22,7,43,5
39,7,78,5
54,7,99,6
65,7,121,10
86,7,146,14
96,7,164,29
26,8,47,28
61,8,116,20
84,8,141,15
14,9,24,25
30,9,64,11
55,9,100,19
67,9,123,21
92,9,158,3
10,10,17,19
34,10,68,22
47,10,94,17
80,10,137,9
33,11,67,21
46,11,92,22
99,11,166,39
27,12,49,9
50,12,94,16
58,12,111,18
93,12,158,33
1,13,2,6
41,13,83,8
57,13,108,3
11,14,17,36
40,14,81,16
52,14,98,3
59,14,116,11
79,14,137,13
6,15,8,17
20,15,36,7
37,15,76,22
73,15,130,25
21,16,39,9
31,16,65,12
49,16,94,50
7,17,12,183
0,18,1,9
12,18,20,38
38,18,78,21
69,18,125,5
78,18,135,6
95,18,163,38
8,19,14,52
42,19,84,28
91,19,157,21
29,20,61,40
60,20,116,35
85,20,151,14
25,21,45,33
43,21,88,18
77,21,135,26
88,21,161,20
44,22,89,14
62,22,117,51
4,23,5,9
19,23,32,8
36,23,73,14
56,23,103,22
68,23,125,2
83,23,139,25
3,24,3,18
28,24,51,18
48,24,94,13
87,24,149,36
