Ship,Berth,MooringTime,HandlingTime
5,0,6,8
13,0,22,9
19,0,32,8
22,0,43,5
36,0,73,14
45,0,92,6
54,0,99,6
74,0,130,17
93,0,158,33
20,1,36,7
24,1,44,10
31,1,65,12
40,1,81,16
51,1,98,10
68,1,124,2
71,1,126,12
83,1,139,25
0,2,1,9
10,2,17,19
23,2,44,38
41,2,83,4
55,2,100,19
69,2,125,5
78,2,135,6
94,2,161,12
2,3,3,60
64,3,117,50
72,3,167,66
97,3,233,58
42,4,84,28
62,4,117,51
60,5,116,35
15,6,25,33
29,6,61,40
21,7,39,9
27,7,49,9
30,7,64,11
39,7,78,5
61,7,116,20
84,7,141,15
25,8,45,33
16,9,27,42
44,9,89,14
65,9,121,10
76,9,133,2
85,9,143,14
92,9,158,3
96,9,164,29
11,10,17,36
87,10,149,36
35,11,68,45
6,12,8,17
26,12,47,28
50,12,94,16
73,12,130,25
52,13,98,5
57,13,108,3
3,14,3,18
14,14,24,25
28,14,51,18
46,14,92,22
63,14,117,38
89,14,157,13
9,15,16,26
37,15,76,22
86,15,146,14
49,16,94,50
88,16,151,20
7,17,12,183
8,18,14,52
33,18,67,21
47,18,94,17
67,18,123,21
91,18,157,21
1,19,2,3
4,19,5,9
18,19,31,19
34,19,68,22
48,19,94,13
58,19,111,18
80,19,137,9
95,19,163,38
66,20,122,35
56,21,103,22
77,21,135,26
70,22,126,38
12,23,20,38
32,23,67,11
38,23,78,21
53,23,99,21
82,23,138,4
90,23,157,5
98,23,165,6
17,24,29,12
43,24,88,18
59,24,116,11
79,24,137,13
99,24,166,39
