Ship,Berth,MooringTime,HandlingTime
4,0,5,9
13,0,22,9
24,0,44,10
36,0,73,14
44,0,89,14
74,0,130,17
90,0,157,5
92,0,162,3
98,0,165,6
8,1,14,52
31,1,66,12
51,1,98,10
65,1,121,10
78,1,135,6
0,2,1,9
18,2,31,19
35,2,68,45
71,2,126,12
94,2,161,12
2,3,3,60
64,3,117,50
75,3,167,66
97,3,233,58
26,4,47,28
56,4,103,22
69,4,125,5
91,4,157,21
37,5,76,22
73,5,130,25
29,6,61,40
60,6,116,35
5,7,6,8
32,7,67,11
39,7,78,5
84,7,141,15
93,7,158,33
19,8,32,8
27,8,49,9
70,8,126,38
10,9,17,19
20,9,36,7
22,9,43,5
28,9,51,18
45,9,92,6
54,9,99,6
63,9,117,38
3,10,3,18
17,10,29,12
38,10,78,21
99,10,166,39
42,11,84,28
87,11,149,36
6,12,8,17
30,12,64,11
50,12,94,16
61,12,116,20
83,12,139,25
1,13,2,6
41,13,83,8
52,13,98,5
57,13,108,3
11,14,17,36
48,14,94,13
59,14,116,11
68,14,127,2
82,14,138,4
85,14,143,14
9,15,16,26
40,15,81,16
67,15,123,21
88,15,151,20
49,16,94,50
86,16,146,14
72,17,128,131
12,18,20,38
33,18,67,21
46,18,92,22
95,18,163,38
16,19,27,42
34,19,69,22
47,19,94,17
58,19,111,18
80,19,137,9
25,20,45,33
66,20,122,35
21,21,39,9
62,21,117,51
15,22,25,33
55,22,100,19
77,22,135,26
23,23,44,38
53,23,99,21
76,23,133,2
96,23,164,29
14,24,24,25
43,24,88,18
79,24,137,13
89,24,157,13
