Ship,Berth,MooringTime,HandlingTime
12,0,20,38
36,0,73,14
55,0,100,19
79,0,137,13
98,0,165,6
24,1,44,10
53,1,99,21
83,1,139,25
92,1,164,3
99,1,167,39
18,2,31,19
38,2,78,21
59,2,116,11
80,2,137,9
87,2,149,36
2,3,3,60
64,3,117,50
72,3,167,66
97,3,233,58
19,4,32,8
22,4,43,5
30,4,64,11
56,4,103,22
74,4,130,17
91,4,157,21
27,5,49,9
49,5,94,50
93,5,158,33
29,6,61,40
62,6,117,51
6,7,8,17
23,7,44,38
45,7,92,6
61,7,116,20
37,8,76,22
70,8,126,38
5,9,6,8
13,9,22,9
21,9,39,9
32,9,67,11
44,9,89,14
67,9,123,21
35,10,68,45
95,10,163,38
8,11,14,52
48,11,94,13
10,12,17,19
31,12,65,12
39,12,78,5
51,12,98,10
86,12,146,14
96,12,164,29
1,13,2,6
52,13,98,5
57,13,108,3
68,13,124,4
14,14,24,25
41,14,83,4
46,14,92,22
63,14,117,38
9,15,16,26
50,15,94,16
54,15,110,6
65,15,121,10
84,15,141,15
43,16,88,18
60,16,116,35
88,16,151,20
7,17,12,183
4,18,5,9
17,18,29,12
28,18,51,18
33,18,69,21
47,18,94,17
71,18,126,12
82,18,138,4
94,18,161,12
0,19,1,9
16,19,27,42
42,19,84,28
69,19,125,5
78,19,135,6
89,19,157,13
34,20,68,22
66,20,122,35
25,21,45,33
77,21,135,26
15,22,25,33
73,22,130,25
3,23,3,18
20,23,36,7
26,23,47,28
76,23,133,2
85,23,143,14
90,23,157,5
11,24,17,36
40,24,81,16
58,24,111,18
