Ship,Berth,MooringTime,HandlingTime
19,0,32,8
22,0,43,5
33,0,67,21
45,0,92,6
56,0,103,22
67,0,125,21
90,0,157,5
26,1,47,28
43,1,88,18
74,1,130,17
96,1,164,29
16,2,27,42
34,2,69,22
48,2,94,13
79,2,137,13
89,2,157,13
2,3,3,60
64,3,117,50
72,3,167,66
97,3,233,58
32,4,67,11
38,4,78,21
54,4,99,6
87,4,149,36
49,5,94,50
15,6,25,33
62,6,117,51
8,7,14,52
88,7,151,20
29,8,61,40
60,8,116,35
5,9,6,8
13,9,22,9
20,9,36,7
24,9,44,10
30,9,64,11
44,9,89,14
59,9,116,11
76,9,133,2
78,9,135,6
85,9,143,14
98,9,165,6
11,10,17,36
35,10,68,45
3,11,3,18
14,11,24,25
58,11,111,18
6,12,8,17
27,12,49,9
39,12,78,5
50,12,94,16
61,12,116,20
86,12,146,14
52,13,98,5
57,13,108,3
0,14,1,9
18,14,31,19
40,14,81,16
55,14,100,19
69,14,125,5
80,14,137,9
94,14,161,12
37,15,76,22
51,15,98,10
84,15,141,15
93,15,158,33
31,16,65,12
53,16,99,21
66,16,122,35
7,17,12,183
10,18,17,19
23,18,44,38
41,18,83,4
46,18,92,22
63,18,117,38
1,19,2,3
4,19,5,9
17,19,29,12
28,19,51,18
42,19,84,28
68,19,124,2
71,19,126,12
82,19,138,4
91,19,157,21
25,20,45,33
73,20,130,25
9,21,16,26
77,21,135,26
70,22,126,38
21,23,39,9
36,23,73,14
47,23,94,17
65,23,121,10
92,23,158,3
95,23,163,38
12,24,20,38
83,24,139,25
99,24,166,39
