Ship,Berth,MooringTime,HandlingTime
5,0,6,8
19,0,32,8
22,0,43,5
30,0,64,11
44,0,89,14
65,0,121,10
76,0,133,2
85,0,143,14
91,0,157,21
13,1,22,9
20,1,36,7
31,1,65,12
43,1,88,18
74,1,130,17
90,1,157,5
98,1,165,6
3,2,3,18
12,2,21,38
33,2,67,21
46,2,92,22
68,2,124,2
71,2,126,12
87,2,149,36
2,3,3,60
64,3,117,50
72,3,167,66
97,3,233,58
8,4,14,52
62,4,117,51
84,5,141,15
29,6,61,40
60,6,116,35
21,7,39,9
27,7,49,9
32,7,67,11
39,7,78,5
50,7,94,16
88,7,151,20
70,8,126,38
24,9,44,10
36,9,73,14
45,9,92,6
54,9,99,6
63,9,117,38
93,9,158,33
14,10,24,25
35,10,68,45
89,10,157,13
11,11,17,36
6,12,8,17
18,12,31,19
40,12,81,16
51,12,98,10
61,12,116,20
86,12,146,14
1,13,2,6
41,13,83,8
52,13,98,5
57,13,108,3
4,14,5,9
17,14,29,12
28,14,51,18
47,14,94,17
58,14,111,18
83,14,139,25
9,15,16,26
37,15,76,22
73,15,130,25
15,16,25,33
66,16,122,35
7,17,12,183
16,18,27,42
38,18,78,21
55,18,100,19
69,18,125,5
78,18,135,6
82,18,141,4
80,18,145,9
94,18,161,12
0,19,1,9
10,19,17,19
34,19,68,22
48,19,94,13
59,19,116,11
79,19,137,13
95,19,163,38
77,20,135,26
25,21,45,33
56,21,103,22
49,22,94,50
26,23,47,28
53,23,99,21
67,23,123,21
92,23,158,3
96,23,164,29
23,24,44,38
42,24,84,28
99,24,166,39
