Ship,Berth,MooringTime,HandlingTime
19,0,32,8
23,0,44,38
48,0,94,13
76,0,133,2
85,0,143,14
90,0,157,5
4,1,5,9
20,1,36,7
22,1,43,5
31,1,65,12
42,1,84,28
58,1,112,18
92,1,158,3
3,2,3,18
17,2,29,12
34,2,68,22
46,2,92,22
68,2,124,2
79,2,137,13
2,3,3,60
64,3,117,50
75,3,167,66
97,3,233,58
21,4,39,9
40,4,81,16
55,4,100,19
74,4,130,17
96,4,164,29
25,5,45,33
77,5,135,26
12,6,20,38
29,6,61,40
56,6,103,22
6,7,8,17
30,7,64,11
50,7,94,16
73,7,130,25
53,8,99,21
70,8,126,38
26,9,47,28
36,9,75,14
45,9,92,6
54,9,99,6
71,9,126,12
95,9,163,38
16,10,27,42
67,10,123,21
87,10,149,36
14,11,24,25
82,11,138,4
99,11,166,39
27,12,49,9
32,12,67,11
39,12,78,5
61,12,116,20
84,12,141,15
93,12,158,33
52,13,98,5
57,13,108,3
8,14,14,52
33,14,67,21
83,14,139,25
9,15,16,26
37,15,76,22
51,15,98,10
86,15,146,14
15,16,25,33
66,16,122,35
7,17,12,183
1,18,2,3
18,18,31,19
41,18,83,4
47,18,94,17
63,18,117,38
91,18,157,21
0,19,1,9
10,19,17,19
28,19,51,18
38,19,78,21
59,19,116,11
80,19,137,9
94,19,161,12
60,20,116,35
88,20,151,20
44,21,89,14
62,21,117,51
49,22,94,50
5,23,6,8
13,23,22,9
24,23,44,10
35,23,68,45
65,23,121,10
98,23,165,6
11,24,17,36
43,24,88,18
69,24,125,5
78,24,135,6
89,24,157,13
