Ship,Berth,MooringTime,HandlingTime
3,0,11,12
14,0,53,34
33,0,102,20
42,1,116,59
1,2,7,8
12,2,41,19
26,2,87,13
43,2,116,6
49,2,128,10
2,3,10,15
22,3,72,12
34,3,102,40
10,4,40,15
51,4,140,44
8,5,33,12
38,5,110,6
53,5,153,35
11,6,40,22
18,6,64,47
6,7,26,31
21,7,68,30
39,7,111,12
4,8,14,12
23,8,72,49
29,9,95,64
36,10,103,8
44,10,117,44
0,11,2,6
15,11,63,6
30,11,97,8
41,11,113,4
50,11,138,12
56,11,158,5
57,11,163,8
24,12,81,20
37,12,106,25
59,12,165,16
16,13,64,2
19,13,68,8
35,13,103,4
40,13,111,13
48,13,125,8
54,13,155,37
25,14,85,12
32,14,100,35
58,14,163,7
27,15,88,51
7,16,31,43
45,16,119,14
31,17,97,21
47,17,124,19
55,17,158,42
5,18,24,8
9,18,36,17
17,18,64,5
46,18,124,10
52,18,142,35
13,19,49,10
20,19,68,16
28,19,94,32
