Ship,Berth,MooringTime,HandlingTime
3,0,11,12
9,0,36,17
25,0,85,12
36,0,103,8
47,0,124,19
42,1,116,59
12,2,41,19
44,2,117,44
2,3,10,15
34,3,102,40
58,3,163,7
10,4,40,15
17,4,64,5
24,4,81,20
38,4,110,6
45,4,119,14
33,5,102,20
48,5,125,8
54,5,155,37
11,6,40,22
18,6,64,47
21,7,68,30
32,7,100,35
4,8,14,12
23,8,72,49
29,9,95,64
1,10,7,8
6,10,26,31
22,10,72,12
59,10,165,16
0,11,2,6
15,11,63,6
19,11,69,8
30,11,97,8
41,11,113,4
50,11,138,12
56,11,158,5
57,11,163,8
8,12,33,12
14,12,53,34
37,12,106,25
16,13,64,2
35,13,103,4
43,13,116,6
46,13,124,10
53,13,153,35
5,14,24,8
13,14,49,10
51,14,140,44
27,15,88,51
7,16,31,43
39,16,111,12
31,17,97,21
55,17,158,42
26,18,87,13
40,18,111,13
49,18,128,10
52,18,142,35
20,19,68,16
28,19,94,32
