Ship,Berth,MooringTime,HandlingTime
22,0,72,12
36,0,103,8
53,0,153,35
27,1,88,68
11,2,40,22
24,2,81,20
40,2,111,13
48,2,125,8
17,3,64,5
25,3,85,12
39,3,111,12
54,3,155,37
38,4,110,6
44,4,117,44
57,4,163,8
4,5,14,12
20,5,68,16
34,5,102,40
56,5,158,5
10,6,40,15
18,6,64,47
12,7,41,19
21,7,68,30
1,8,7,8
43,8,116,6
51,8,140,44
29,9,95,64
6,10,26,31
32,10,100,35
0,11,2,6
15,11,63,6
19,11,69,8
30,11,97,8
41,11,113,4
50,11,138,12
55,11,158,42
8,12,33,12
33,12,102,20
47,12,124,19
59,12,165,16
2,13,10,15
14,13,53,34
35,13,103,4
46,13,124,10
13,14,49,10
23,14,72,49
42,15,116,36
7,16,31,43
37,16,106,25
31,17,97,21
45,17,119,14
5,18,24,8
9,18,36,17
16,18,64,2
26,18,87,13
49,18,128,10
52,18,142,35
3,19,11,12
28,19,94,32
58,19,163,7
