Ship,Berth,MooringTime,HandlingTime
7,0,31,43
27,1,88,68
12,2,41,19
20,2,68,16
35,2,103,4
43,2,116,6
46,2,124,10
22,3,72,12
25,3,85,12
34,3,102,40
58,3,163,7
10,4,40,15
38,4,110,6
51,4,140,44
13,5,49,10
16,5,64,2
24,5,81,20
37,5,106,25
2,6,10,15
18,6,64,47
45,6,119,14
57,6,163,8
21,7,68,30
32,7,100,35
11,8,40,22
23,8,72,49
29,9,95,64
3,10,11,12
36,10,103,8
53,10,153,35
0,11,2,6
15,11,63,6
30,11,97,8
41,11,113,4
50,11,138,12
55,11,158,42
8,12,33,12
33,12,102,20
47,12,124,19
59,12,165,16
4,13,14,12
14,13,53,34
44,13,117,44
6,14,26,31
39,14,111,12
56,14,158,5
42,15,116,36
48,16,125,8
54,16,155,37
31,17,97,21
49,17,128,10
1,18,7,8
5,18,24,8
9,18,36,17
17,18,64,5
26,18,87,13
40,18,111,13
52,18,142,35
19,19,68,8
28,19,94,32
