Ship,Berth,MooringTime,HandlingTime
16,0,64,2
36,0,103,8
39,0,111,12
48,0,125,8
27,1,88,68
13,2,49,10
17,2,64,5
44,2,117,44
10,3,40,15
20,3,68,16
26,3,87,13
38,3,110,6
43,3,116,6
2,4,10,15
12,4,41,19
18,4,64,47
56,4,158,5
1,5,7,8
37,5,106,25
57,5,163,8
4,6,14,12
24,6,81,20
35,6,103,4
45,6,119,14
54,6,155,37
21,7,68,30
49,7,128,10
58,7,163,7
11,8,40,22
51,8,140,44
29,9,95,64
6,10,26,31
23,10,72,49
0,11,2,6
19,11,68,8
30,11,97,8
41,11,113,4
50,11,138,12
55,11,158,42
3,12,11,12
8,12,33,12
25,12,85,12
33,12,102,20
47,12,124,19
59,12,165,16
14,13,53,34
34,13,102,40
53,13,153,35
22,14,72,12
32,14,100,35
42,15,116,36
7,16,31,43
15,17,63,6
31,17,97,21
5,18,24,8
9,18,36,17
40,18,111,13
46,18,124,10
52,18,142,35
28,19,94,32
