Ship,Berth,MooringTime,HandlingTime
7,0,31,43
36,0,103,8
48,0,125,8
42,1,116,59
13,2,49,10
20,2,68,16
43,2,116,6
57,2,163,8
3,3,11,12
10,3,40,15
26,3,87,13
44,3,117,44
58,3,163,7
2,4,10,15
12,4,41,19
18,4,64,47
45,4,119,14
15,5,63,6
37,5,106,25
56,5,158,5
11,6,40,22
40,6,111,13
54,6,155,37
4,7,14,12
21,7,68,30
39,7,111,12
24,8,81,20
35,8,103,4
51,8,140,44
29,9,95,64
6,10,26,31
16,10,64,2
23,10,72,49
0,11,2,6
19,11,68,8
30,11,97,8
41,11,113,4
50,11,138,12
55,11,158,42
25,12,85,12
33,12,102,20
47,12,124,19
14,13,53,34
34,13,102,40
53,13,153,35
22,14,72,12
32,14,100,35
27,15,88,51
8,16,33,12
38,16,110,6
49,16,128,10
59,16,165,16
31,17,97,21
1,18,7,8
5,18,24,8
9,18,36,17
17,18,64,5
46,18,124,10
52,18,142,35
28,19,94,32
