Ship,Berth,MooringTime,HandlingTime
7,0,31,43
36,0,103,8
29,1,95,43
13,2,49,10
20,2,68,16
35,2,103,4
43,2,116,6
46,2,124,10
10,3,40,15
44,3,117,44
2,4,10,15
24,4,81,20
54,4,155,37
3,5,11,12
15,5,63,6
37,5,106,25
18,6,64,47
48,6,125,8
12,7,41,19
21,7,68,30
23,8,72,49
51,8,140,44
11,9,40,22
17,9,64,5
38,9,110,6
45,9,119,14
56,9,158,5
57,9,163,8
6,10,26,31
33,10,102,20
0,11,2,6
16,11,64,2
19,11,68,8
30,11,97,8
41,11,113,4
50,11,138,12
55,11,158,42
1,12,7,8
8,12,33,12
40,12,111,13
47,12,124,19
14,13,53,34
34,13,102,40
53,13,153,35
25,14,85,12
32,14,100,35
27,15,88,51
42,15,139,36
4,16,14,12
22,16,72,12
39,16,111,12
31,17,97,21
58,17,163,7
5,18,24,8
9,18,36,17
26,18,87,13
49,18,128,10
52,18,142,35
28,19,94,32
59,19,165,16
