Ship,Berth,MooringTime,HandlingTime
7,0,31,43
36,0,103,8
29,1,95,43
10,2,40,15
17,2,64,5
44,2,117,44
13,3,49,10
22,3,72,12
25,3,85,12
35,3,103,4
38,3,110,6
43,3,116,6
49,3,128,10
56,3,158,5
18,4,64,47
45,4,119,14
8,5,33,12
14,5,53,34
2,6,10,15
11,6,40,22
19,6,68,8
48,6,125,8
54,6,155,37
12,7,41,19
21,7,68,30
4,8,14,12
24,8,81,20
51,8,140,44
23,9,72,49
6,10,26,31
37,10,106,25
57,10,163,8
0,11,2,6
16,11,64,2
30,11,97,8
41,11,113,4
50,11,138,12
55,11,158,42
1,12,7,8
26,12,87,13
33,12,102,20
58,12,163,7
34,13,102,40
53,13,153,35
15,14,63,6
32,14,100,35
27,15,88,51
42,15,139,36
39,16,111,12
47,16,124,19
59,16,165,16
3,17,11,12
31,17,97,21
5,18,24,8
9,18,36,17
40,18,111,13
46,18,124,10
52,18,142,35
20,19,68,16
28,19,94,32
