Ship,Berth,MooringTime,HandlingTime
12,0,41,19
20,0,68,16
36,0,103,8
49,0,128,10
29,1,95,43
2,2,10,15
44,2,117,44
4,3,14,12
9,3,36,17
17,3,64,5
22,3,72,12
39,3,111,12
56,3,158,5
1,4,7,8
18,4,64,47
45,4,119,14
14,5,53,34
37,5,106,25
11,6,40,22
19,6,68,8
53,6,153,35
21,7,68,30
32,7,100,35
24,8,81,20
51,8,140,44
23,9,72,49
48,9,125,8
6,10,26,31
43,10,116,6
59,10,165,16
0,11,2,6
15,11,63,6
30,11,97,8
41,11,113,4
50,11,138,12
55,11,158,42
3,12,11,12
8,12,33,12
25,12,85,12
33,12,102,20
57,12,163,8
5,13,24,8
10,13,40,15
34,13,102,40
46,14,124,10
54,14,155,37
27,15,88,51
42,15,139,36
7,16,31,43
58,16,163,7
31,17,97,21
47,17,124,19
13,18,49,10
16,18,64,2
26,18,87,13
35,18,103,4
40,18,111,13
52,18,142,35
28,19,94,32
38,19,126,6
