Ship,Berth,MooringTime,HandlingTime
7,0,31,43
36,0,103,8
29,1,95,43
2,2,10,15
40,2,111,13
52,2,142,35
3,3,11,12
25,3,85,12
34,3,102,40
18,4,64,47
43,4,116,6
8,5,33,12
32,5,100,35
58,5,163,7
10,6,40,15
30,6,97,8
44,6,117,44
13,7,49,10
21,7,68,30
49,7,128,10
12,8,41,19
51,8,140,44
23,9,72,49
48,9,125,8
4,10,14,12
47,10,124,19
54,10,155,37
0,11,2,6
16,11,64,2
19,11,68,8
35,11,103,4
41,11,113,4
50,11,138,12
55,11,158,42
17,12,64,5
24,12,81,20
37,12,106,25
59,12,165,16
14,13,53,34
53,13,153,35
6,14,26,31
15,14,63,6
22,14,72,12
39,14,111,12
27,15,88,51
42,15,139,36
11,16,40,22
33,16,102,20
31,17,97,21
45,17,119,14
1,18,7,8
5,18,24,8
9,18,36,17
26,18,87,13
46,18,124,10
56,18,158,5
57,18,163,8
20,19,68,16
28,19,94,32
38,19,126,6
